"","latitude","longitude"
"38138",-31.39639,152.60658
"38139",-31.57533,151.81787
"38140",-31.70444,152.13
"38141",-31.2171,152.58481
"38142",-31.70963,152.12959
"38143",-31.73509,152.13419
"38144",-31.73487,152.13713
"38145",-31.7458,152.12929
"38146",-31.60576,151.76709
"38147",-31.82389,152.08212
"38148",-31.56747,151.78352
"38149",-31.56282,151.77568
"38150",-31.56364,151.76489
"38151",-31.56393,151.76111
"38152",-31.56457,151.75279
"38153",-31.57489,151.82364
"38154",-31.59504,151.76733
"38155",-31.58488,151.76263
"38156",-31.58512,151.75943
"38157",-31.57308,151.77908
"38158",-31.57369,151.77119
"38159",-31.68326,151.85278
"38160",-31.67819,151.85229
"38161",-31.67845,151.84898
"38162",-31.67871,151.84552
"38163",-31.67327,151.84811
"38164",-31.67354,151.8446
"38165",-31.66786,151.85023
"38166",-31.58029,151.82169
"38167",-31.58007,151.82452
"38168",-31.66814,151.84657
"38169",-31.66935,151.83089
"38170",-31.66225,151.85507
"38171",-31.58582,151.81792
"38172",-31.58087,151.82068
"38173",-31.60025,151.76807
"38174",-31.58067,151.82346
"38175",-31.57955,151.83894
"38176",-31.60148,151.82611
"38177",-31.83421,152.08284
"38178",-31.58512,151.76123
"38179",-31.58489,151.76442
"38180",-31.21707,152.58691
"38181",-31.66251,151.85161
"38182",-31.59134,151.82115
"38183",-31.5864,151.81677
"38184",-31.82906,152.08241
"38185",-31.68872,151.85179
"38186",-31.68852,151.85257
"38187",-31.60053,151.76657
"38188",-33.00755,150.42375
"38189",-31.62993,151.79619
"38190",-31.63016,151.79314
"38191",-31.63038,151.79015
"38192",-31.62468,151.79613
"38193",-31.22302,152.44748
"38194",-31.21893,152.44513
"38195",-30.81917,152.42751
"38196",-31.63582,151.78777
"38197",-30.08528,152.4836
"38198",-25.11847,152.49295
"38199",-25.11742,152.50336
"38200",-16.62634,145.02596
"38201",-25.15456,152.59682
"38202",-25.12311,152.49352
"38203",-25.12827,152.48888
"38204",-16.67167,145.01328
"38205",-25.12205,152.50394
"38206",-25.16377,152.59792
"38207",-25.16431,152.59277
"38208",-25.16485,152.58763
"38209",-25.15917,152.59738
"38210",-25.10869,152.49702
"38211",-26.18866,152.3399
"38212",-25.10817,152.50223
"38213",-25.10765,152.50743
"38214",-25.11332,152.49759
"38215",-25.11227,152.508
"38216",-16.64764,145.0154
"38217",-25.16795,152.59557
"38218",-25.16892,152.59331
"38219",-30.405,150.21889
"38220",-30.40533,150.21396
"38221",-29.98273,151.32407
"38222",-29.98243,151.32794
"38223",-29.99296,151.3293
"38224",-29.98768,151.32884
"38225",-30.21468,150.10368
"38226",-30.21525,150.09537
"38227",-30.21552,150.09149
"38228",-30.0085,151.33435
"38229",-30.20912,150.10135
"38230",-25.64493,146.41751
"38231",-12.92031,143.48135
"38232",-12.9163,143.49547
"38233",-12.91692,143.48927
"38234",-12.91757,143.48289
"38235",-12.91896,143.49393
"38236",-12.91962,143.48781
"38237",-19.07988,144.12547
"38238",-19.0743,144.12671
"38239",-19.08156,144.12668
"38240",-29.686,152.20865
"38241",-30.02229,152.93982
"38242",-30.02142,152.94778
"38243",-29.32146,151.56017
"38244",-28.13773,152.40569
"38245",-30.03017,152.90221
"38246",-30.03021,152.90652
"38247",-30.03077,152.90047
"38248",-30.00525,152.8613
"38249",-29.99985,152.86737
"38250",-30.0004,152.86125
"38251",-29.35799,152.88641
"38252",-29.35745,152.89229
"38253",-29.36699,152.89317
"38254",-29.95391,152.94803
"38255",-29.36644,152.89909
"38256",-29.36111,152.79971
"38257",-29.75925,152.58742
"38258",-29.37122,152.89946
"38259",-13.02627,143.15459
"38260",-13.03018,143.15408
"38261",-13.02299,143.15344
"38262",-13.0337,143.12018
"38263",-13.03675,143.12152
"38264",-22.16233,149.23286
"38265",-29.13033,151.63686
"38266",-29.17883,151.73413
"38267",-29.17906,151.73146
"38268",-29.12031,151.63298
"38269",-29.12057,151.62975
"38270",-29.12085,151.62633
"38271",-22.16088,149.2487
"38272",-22.15688,149.23178
"38273",-22.1734,149.23332
"38274",-29.17578,151.73476
"38275",-29.176,151.73203
"38276",-22.15507,149.25162
"38277",-22.15648,149.23616
"38278",-29.18088,151.73538
"38279",-29.16238,151.43742
"38280",-29.36858,151.68149
"38281",-29.36887,151.67802
"38282",-29.36337,151.68198
"38283",-29.36367,151.67839
"38284",-29.36399,151.67459
"38285",-29.35917,151.67039
"38286",-29.16265,151.4341
"38287",-29.19601,151.4109
"38288",-29.19577,151.41386
"38289",-29.36282,151.68857
"38290",-29.1961,151.40991
"38291",-29.36801,151.68832
"38292",-29.18742,151.71808
"38293",-29.36829,151.68494
"38294",-29.36917,151.67455
"38295",-29.19057,151.74274
"38296",-29.19572,151.4147
"38297",-15.65423,144.21274
"38298",-28.05662,152.43947
"38299",-28.05651,152.38571
"38300",-28.05869,152.3838
"38301",-28.06896,152.42963
"38302",-28.06849,152.43462
"38303",-27.33724,152.1039
"38304",-27.31991,152.10219
"38305",-27.32319,152.11969
"38306",-27.34162,152.11015
"38307",-27.32807,152.12021
"38308",-27.3275,152.12622
"38309",-28.05753,152.39603
"38310",-28.06322,152.43883
"38311",-15.65385,144.21413
"38312",-28.05842,152.438
"38313",-27.3389,152.10983
"38314",-27.34378,152.11037
"38315",-28.1334,152.3997
"38316",-28.05793,152.44319
"38317",-28.06187,152.43524
"38318",-30.02814,152.37769
"38319",-30.02272,152.38261
"38320",-29.1512,153.1812
"38321",-29.14069,153.16966
"38322",-29.13819,153.19759
"38323",-28.358,152.67569
"38324",-29.13871,153.19182
"38325",-29.14122,153.23549
"38326",-29.13944,153.23602
"38327",-29.14843,153.2097
"38328",-28.36326,152.6711
"38329",-28.3384,152.57707
"38330",-29.1408,153.19122
"38331",-29.15066,153.18678
"38332",-29.15163,153.20535
"38333",-29.14325,153.21454
"38334",-29.15587,153.18178
"38335",-29.14953,153.17628
"38336",-29.14231,153.20419
"38337",-29.13608,153.24004
"38338",-29.15886,153.19948
"38339",-29.13861,153.21384
"38340",-29.14284,153.19824
"38341",-29.75433,151.99709
"38342",-28.35427,152.66441
"38343",-28.33346,152.68044
"38344",-28.34167,152.59372
"38345",-29.14387,153.18686
"38346",-29.14597,153.21588
"38347",-29.14545,153.19185
"38348",-29.17652,153.19075
"38349",-29.1542,153.19887
"38350",-29.14654,153.18065
"38351",-29.14606,152.56367
"38352",-29.13913,153.20851
"38353",-29.1436,153.24197
"38354",-29.1449,153.19757
"38355",-29.146,153.18623
"38356",-29.15111,153.211
"38357",-29.14337,153.19247
"38358",-28.32327,152.68631
"38359",-29.17236,153.18465
"38360",-29.14437,153.18127
"38361",-29.1537,153.18242
"38362",-28.34651,152.59386
"38363",-29.13967,153.20293
"38364",-29.14647,153.21036
"38365",-29.14898,153.20406
"38366",-28.34759,152.58241
"38367",-29.15532,153.18735
"38368",-29.13991,153.23088
"38369",-29.14652,152.55843
"38370",-28.34472,152.66344
"38371",-29.75489,151.99045
"38372",-29.14118,153.16415
"38373",-29.1402,153.17516
"38374",-29.14241,153.17456
"38375",-29.14802,153.19312
"38376",-29.14487,153.17572
"38377",-28.36379,152.66759
"38378",-28.36331,152.67293
"38379",-29.14025,153.19691
"38380",-29.14853,153.18744
"38381",-29.15364,153.20465
"38382",-29.14789,153.21526
"38383",-29.12319,153.22745
"38384",-29.13716,153.20911
"38385",-29.75941,151.99733
"38386",-28.34272,152.58266
"38387",-28.36492,152.65398
"38388",-29.13615,153.1906
"38389",-29.17754,153.1797
"38390",-29.14133,153.21513
"38391",-29.15141,152.5585
"38392",-29.14955,153.19823
"38393",-29.14379,153.20908
"38394",-29.15215,153.19954
"38395",-29.17703,153.18521
"38396",-29.14736,153.2207
"38397",-29.64698,152.50531
"38398",-31.747,152.13176
"38399",-31.79751,152.08299
"38400",-31.60881,151.81769
"38401",-31.59811,151.8298
"38402",-31.59988,151.82362
"38403",-31.57068,151.74937
"38404",-31.19683,152.58458
"38405",-31.71043,152.13164
"38406",-31.57553,151.83289
"38407",-31.51626,152.21417
"38408",-31.52263,152.22009
"38409",-31.51581,152.21812
"38410",-30.98227,151.1521
"38411",-34.8148,143.4832
"38412",-30.97677,151.14651
"38413",-34.79447,143.4995
"38414",-34.79359,143.50369
"38415",-34.80372,143.47546
"38416",-34.80285,143.47966
"38417",-34.80858,143.47246
"38418",-34.80421,143.49344
"38419",-31.56816,151.78314
"38420",-31.5635,151.77428
"38421",-31.56531,151.76801
"38422",-31.56716,151.76157
"38423",-31.5666,151.78058
"38424",-31.56196,151.77147
"38425",-31.56558,151.75865
"38426",-31.56715,151.75308
"38427",-35.73109,143.78638
"38428",-35.72712,143.78516
"38429",-31.57134,151.77213
"38430",-34.80906,143.49043
"38431",-31.6868,151.8541
"38432",-31.67897,151.85617
"38433",-31.68097,151.84924
"38434",-31.68286,151.84264
"38435",-31.57437,151.77858
"38436",-31.66741,151.84612
"38437",-31.66451,151.8504
"38438",-30.81161,152.58797
"38439",-33.22177,150.8051
"38440",-33.22331,150.79948
"38441",-33.22483,150.79396
"38442",-33.22633,150.78853
"38443",-33.22784,150.783
"38444",-33.22195,150.7804
"38445",-33.2235,150.77477
"38446",-32.06917,152.37367
"38447",-32.0599,152.33011
"38448",-32.05354,152.32672
"38449",-32.04883,152.31773
"38450",-32.06892,152.37242
"38451",-32.07029,152.3421
"38452",-32.05958,152.32829
"38453",-32.05317,152.32504
"38454",-33.27909,150.75967
"38455",-33.28052,150.75456
"38456",-33.27294,150.75806
"38457",-33.23231,150.79079
"38458",-33.24119,150.75841
"38459",-33.20971,150.80084
"38460",-33.20218,150.80412
"38461",-33.26542,150.76138
"38462",-33.26698,150.75578
"38463",-33.26101,150.75352
"38464",-33.28131,150.75624
"38465",-33.27374,150.7599
"38466",-33.27528,150.75423
"38467",-33.26775,150.75769
"38468",-33.26038,150.76056
"38469",-33.13815,150.77243
"38470",-33.13973,150.7668
"38471",-31.5137,152.22543
"38472",-31.51197,152.22871
"38473",-33.14085,150.76686
"38474",-33.13183,150.77565
"38475",-33.1243,150.75491
"38476",-33.08825,150.78964
"38477",-33.08981,150.78397
"38478",-33.0914,150.75427
"38479",-33.25668,150.769
"38480",-33.25811,150.76389
"38481",-33.25072,150.76669
"38482",-33.25758,150.77083
"38483",-33.25898,150.76567
"38484",-33.25164,150.76842
"38485",-33.25309,150.76312
"38486",-33.2559,150.75282
"38487",-33.24566,150.76617
"38488",-33.24715,150.76074
"38489",-31.50398,152.28099
"38490",-31.5054,152.27617
"38491",-31.50183,152.29227
"38492",-31.50559,152.27924
"38493",-30.9789,151.13898
"38494",-30.97462,151.13983
"38495",-30.21292,150.09641
"38496",-30.20654,150.09485
"38497",-31.52519,152.20894
"38498",-31.51875,152.20573
"38499",-31.52691,152.2052
"38500",-31.51798,152.2106
"38501",-31.56495,151.78639
"38502",-30.98051,151.14406
"38503",-30.95579,151.20798
"38504",-30.9619,151.21153
"38505",-30.95798,151.21303
"38506",-31.60921,151.84715
"38507",-31.61317,151.85304
"38508",-31.60639,151.85147
"38509",-31.60882,151.84293
"38510",-31.59058,151.85612
"38511",-31.58643,151.84538
"38512",-29.98479,151.32631
"38513",-29.99151,151.32834
"38514",-30.12979,152.4938
"38515",-30.20486,150.1011
"38516",-30.8188,152.42078
"38517",-30.07727,152.48888
"38518",-30.08619,152.48477
"38519",-30.08379,152.49295
"38520",-29.21394,152.39938
"38521",-30.73386,152.45201
"38522",-30.7951,152.48888
"38523",-30.80722,152.38239
"38524",-30.80967,152.40002
"38525",-30.8122,152.37976
"38526",-30.81027,152.38626
"38527",-30.80824,152.39314
"38528",-30.13057,152.49666
"38529",-30.74209,152.39807
"38530",-30.74473,152.38907
"38531",-30.73996,152.38916
"38532",-29.20842,152.39154
"38533",-31.45105,123.6768
"38534",-31.44903,123.71426
"38535",-31.4138,123.68269
"38536",-31.41994,123.6856
"38537",-31.23845,123.65201
"38538",-31.44493,123.67651
"38539",-31.43853,123.68152
"38540",-31.44522,123.67115
"38541",-31.4685,123.69388
"38542",-31.4391,123.67086
"38543",-31.41349,123.68799
"38544",-31.23235,123.6515
"38545",-31.45133,123.67146
"38546",-31.41384,123.68517
"38547",-31.43881,123.67623
"38548",-25.64425,146.41629
"38549",-33.00348,150.43423
"38550",-30.99339,124.09537
"38551",-30.99367,124.09049
"38552",-30.98772,124.09011
"38553",-30.988,124.08522
"38554",-30.98829,124.08031
"38555",-30.98178,124.0897
"38556",-30.99031,124.09274
"38557",-30.99061,124.08788
"38558",-30.99093,124.08295
"38559",-30.98436,124.09235
"38560",-30.98467,124.08749
"38561",-30.97873,124.08709
"38562",-33.01818,150.57112
"38563",-33.01072,150.57439
"38564",-33.01233,150.56853
"38565",-33.00798,150.56047
"38566",-33.01413,150.53824
"38567",-33.00853,150.53476
"38568",-33.01229,150.57098
"38569",-33.00797,150.56273
"38570",-33.00934,150.55762
"38571",-33.00837,150.53693
"38572",-31.1676,123.81409
"38573",-31.1679,123.80898
"38574",-31.16909,123.78842
"38575",-31.16096,123.82395
"38576",-31.16126,123.81879
"38577",-31.16155,123.8137
"38578",-31.16214,123.80346
"38579",-31.16303,123.78802
"38580",-31.15521,123.81838
"38581",-31.15609,123.80307
"38582",-31.15639,123.79791
"38583",-31.15669,123.79276
"38584",-31.14917,123.81797
"38585",-33.00629,150.59041
"38586",-33.00645,150.59268
"38587",-31.58739,124.1094
"38588",-31.58449,124.11153
"38589",-32.99781,150.45514
"38590",-33.18269,150.35107
"38591",-33.18568,150.34018
"38592",-33.16973,150.32762
"38593",-33.16362,150.32631
"38594",-33.18493,150.34033
"38595",-33.17478,150.33006
"38596",-33.1689,150.32793
"38597",-33.1628,150.32666
"38598",-33.2828,150.75078
"38599",-33.28734,150.73404
"38600",-33.28886,150.72844
"38601",-33.29801,150.69472
"38602",-33.29665,150.62733
"38603",-33.29656,150.62604
"38604",-33.19734,150.41599
"38605",-33.20162,150.4241
"38606",-33.20629,150.43076
"38607",-33.26217,150.70578
"38608",-33.26062,150.71147
"38609",-33.26958,150.7027
"38610",-33.26803,150.7084
"38611",-33.28172,150.68225
"38612",-33.2771,150.69922
"38613",-33.27551,150.70508
"38614",-33.27395,150.71078
"38615",-33.28612,150.69017
"38616",-33.28457,150.69588
"38617",-33.28297,150.70175
"38618",-33.28763,150.68463
"38619",-33.28732,150.70995
"38620",-33.2691,150.70096
"38621",-33.26594,150.71228
"38622",-33.15216,150.31824
"38623",-33.15054,150.32425
"38624",-33.15299,150.31798
"38625",-33.15136,150.32388
"38626",-33.04221,150.69949
"38627",-33.04068,150.70511
"38628",-33.05119,150.6908
"38629",-33.04345,150.71915
"38630",-33.04185,150.72499
"38631",-33.05713,150.69322
"38632",-33.05562,150.69876
"38633",-33.05413,150.70422
"38634",-33.05254,150.71007
"38635",-33.04937,150.72169
"38636",-33.04777,150.72755
"38637",-33.0569,150.71829
"38638",-33.0616,150.70103
"38639",-33.05531,150.72412
"38640",-33.05376,150.7298
"38641",-33.06293,150.7204
"38642",-33.05988,150.73163
"38643",-33.07054,150.6924
"38644",-33.06451,150.71457
"38645",-33.07651,150.69469
"38646",-33.08393,150.69162
"38647",-33.08243,150.69716
"38648",-33.04533,150.70575
"38649",-33.04366,150.71169
"38650",-33.04041,150.72333
"38651",-33.05585,150.69174
"38652",-33.05429,150.69731
"38653",-33.04632,150.72585
"38654",-33.0555,150.71671
"38655",-33.06028,150.69957
"38656",-33.05875,150.70502
"38657",-33.05387,150.72253
"38658",-33.05227,150.72829
"38659",-33.06314,150.713
"38660",-33.06152,150.71884
"38661",-33.06931,150.69087
"38662",-33.08122,150.69553
"38663",-33.28681,150.70825
"38664",-33.28132,150.68074
"38665",-33.27665,150.69748
"38666",-33.27501,150.70338
"38667",-33.2734,150.70912
"38668",-33.27677,150.74873
"38669",-33.28584,150.71541
"38670",-33.27937,150.71135
"38671",-33.28253,150.7
"38672",-33.28415,150.6942
"38673",-33.28572,150.68855
"38674",-33.28885,150.70432
"38675",-33.29048,150.69829
"38676",-33.29207,150.69241
"38677",-33.27989,150.7131
"38678",-33.16521,150.74664
"38679",-33.16617,150.7467
"38680",-33.10396,150.30551
"38681",-33.1344,150.31233
"38682",-33.14618,150.31648
"38683",-33.28206,150.74901
"38684",-33.28674,150.73218
"38685",-33.18787,150.3558
"38686",-33.18653,150.3607
"38687",-33.18539,150.36484
"38688",-33.18885,150.37587
"38689",-33.28828,150.72665
"38690",-33.2898,150.72118
"38691",-33.28327,150.65245
"38692",-33.29518,150.63274
"38693",-33.29061,150.64957
"38694",-33.28902,150.65538
"38695",-33.28753,150.6609
"38696",-33.28463,150.67155
"38697",-33.28317,150.67691
"38698",-33.29347,150.66313
"38699",-33.29203,150.66846
"38700",-33.29058,150.67378
"38701",-33.29653,150.67601
"38702",-33.30379,150.67339
"38703",-33.29508,150.63132
"38704",-33.29355,150.63684
"38705",-33.29045,150.64798
"38706",-33.28881,150.65384
"38707",-33.28727,150.65939
"38708",-33.2828,150.67542
"38709",-33.29948,150.63905
"38710",-33.29627,150.65063
"38711",-33.29468,150.65634
"38712",-33.2932,150.66167
"38713",-33.29172,150.66699
"38714",-33.29025,150.67227
"38715",-33.30223,150.65277
"38716",-33.29602,150.69878
"38717",-33.29762,150.69302
"38718",-33.10149,150.65103
"38719",-33.09863,150.66164
"38720",-33.10054,150.64958
"38721",-33.09761,150.6602
"38722",-33.10647,150.65195
"38723",-33.10498,150.65736
"38724",-33.1035,150.66269
"38725",-33.30064,150.65849
"38726",-33.2962,150.6745
"38727",-33.30207,150.67699
"38728",-33.27605,150.7469
"38729",-33.2614,150.58882
"38730",-33.25685,150.58157
"38731",-33.25096,150.57925
"38732",-33.24643,150.57195
"38733",-33.28528,150.71375
"38734",-33.26856,150.75009
"38735",-33.27162,150.73914
"38736",-33.26721,150.73132
"38737",-33.26413,150.74232
"38738",-33.27185,150.71469
"38739",-33.25508,150.75108
"38740",-33.25658,150.74574
"38741",-33.25816,150.74013
"38742",-33.25975,150.73444
"38743",-33.26126,150.729
"38744",-33.27232,150.74089
"38745",-33.27764,150.60114
"38746",-33.27243,150.71635
"38747",-33.25735,150.74748
"38748",-33.25889,150.7419
"38749",-33.26047,150.7361
"38750",-33.26194,150.7307
"38751",-33.26343,150.72523
"38752",-33.26651,150.71397
"38753",-33.25002,150.75024
"38754",-33.25908,150.7171
"38755",-33.2442,150.74741
"38756",-33.24564,150.74217
"38757",-33.24702,150.73712
"38758",-33.24848,150.7318
"38759",-33.25006,150.72604
"38760",-33.25165,150.7202
"38761",-33.28839,150.70256
"38762",-33.29007,150.69653
"38763",-33.29168,150.69077
"38764",-33.27621,150.72267
"38765",-33.15417,150.74231
"38766",-33.1586,150.75026
"38767",-33.1532,150.74231
"38768",-33.15758,150.75029
"38769",-33.29953,150.68912
"38770",-33.16617,150.60196
"38771",-33.15726,150.61058
"38772",-29.78946,152.55994
"38773",-29.7833,152.58075
"38774",-29.79411,152.57059
"38775",-29.79218,152.57712
"38776",-29.79027,152.58356
"38777",-30.02068,152.94492
"38778",-29.78823,152.59045
"38779",-29.79885,152.58092
"38780",-29.797,152.5872
"38781",-29.79509,152.59366
"38782",-30.7924,152.75751
"38783",-30.79465,152.75916
"38784",-30.02283,152.93771
"38785",-30.02231,152.94315
"38786",-30.02449,152.9357
"38787",-30.87504,152.63226
"38788",-30.87091,152.63245
"38789",-29.39706,152.57932
"38790",-30.9706,152.66739
"38791",-30.96688,152.6701
"38792",-28.3877,151.85858
"38793",-29.76515,152.61113
"38794",-29.77207,152.61418
"38795",-29.76622,152.612
"38796",-29.77319,152.61485
"38797",-29.78809,152.55898
"38798",-29.78609,152.56587
"38799",-29.78412,152.57266
"38800",-29.78196,152.58011
"38801",-29.79287,152.56935
"38802",-29.79097,152.5759
"38803",-29.787,152.58957
"38804",-29.79758,152.57996
"38805",-29.79579,152.58618
"38806",-29.79389,152.5927
"38807",-29.79169,152.60031
"38808",-30.01308,152.94392
"38809",-30.00339,152.94983
"38810",-30.01473,152.94209
"38811",-29.80134,152.59894
"38812",-29.80097,152.57375
"38813",-29.80026,152.59763
"38814",-29.79964,152.57286
"38815",-29.78547,152.57341
"38816",-31.31666,152.06787
"38817",-31.4973,152.28226
"38818",-31.10957,151.97029
"38819",-32.01591,152.30164
"38820",-31.49518,152.28963
"38821",-31.07696,151.95488
"38822",-31.80096,152.10077
"38823",-31.1397,151.99344
"38824",-31.67264,151.92857
"38825",-31.83636,152.21069
"38826",-30.83253,152.01312
"38827",-31.68612,152.01431
"38828",-31.69159,152.01462
"38829",-31.82608,152.16531
"38830",-30.82553,152.0117
"38831",-31.67865,151.93291
"38832",-31.09354,151.94931
"38833",-31.74875,152.10033
"38834",-31.68281,151.91843
"38835",-31.75577,152.12671
"38836",-31.75205,152.11424
"38837",-30.85674,151.95361
"38838",-31.66274,151.86229
"38839",-32.01757,152.29594
"38840",-31.30941,152.01649
"38841",-30.85669,151.90285
"38842",-31.80223,152.09642
"38843",-31.38107,152.29865
"38844",-31.80755,152.10323
"38845",-30.93938,151.87085
"38846",-31.75123,152.14558
"38847",-31.3663,152.22496
"38848",-30.94543,151.87537
"38849",-30.82322,152.01793
"38850",-31.36036,152.29662
"38851",-30.94024,151.86832
"38852",-31.80633,152.10316
"38853",-31.80764,152.09859
"38854",-31.7997,152.10083
"38855",-31.49043,152.28041
"38856",-32.04836,152.3163
"38857",-31.80916,152.09325
"38858",-31.48839,152.28748
"38859",-30.93878,151.87343
"38860",-31.3757,152.29504
"38861",-30.93344,151.86646
"38862",-31.60447,151.86334
"38863",-31.61248,151.86079
"38864",-31.13993,151.99117
"38865",-31.6741,151.92351
"38866",-31.66063,151.89471
"38867",-31.65779,151.87944
"38868",-31.65601,151.88562
"38869",-31.65989,151.86678
"38870",-30.8551,151.88293
"38871",-30.89787,151.91347
"38872",-31.80094,152.0965
"38873",-31.4953,152.28526
"38874",-31.09109,151.95781
"38875",-31.74811,152.13127
"38876",-31.8426,152.18958
"38877",-30.8528,151.91582
"38878",-30.93797,151.8757
"38879",-30.85794,151.94969
"38880",-30.8498,151.95235
"38881",-31.74385,152.092
"38882",-30.85143,151.94662
"38883",-31.81808,152.16763
"38884",-31.12691,151.98524
"38885",-31.13391,151.98801
"38886",-31.12875,151.98035
"38887",-31.12219,151.97755
"38888",-30.8595,151.86777
"38889",-32.02011,152.31248
"38890",-29.75521,152.00082
"38891",-31.48656,152.29375
"38892",-31.38253,152.29712
"38893",-30.85025,151.95047
"38894",-31.76933,151.95317
"38895",-31.77139,151.94604
"38896",-30.86139,151.86127
"38897",-31.0982,151.95868
"38898",-31.10191,151.97134
"38899",-30.85543,151.90656
"38900",-30.85548,151.93233
"38901",-30.85814,151.92296
"38902",-30.85047,151.89886
"38903",-30.85244,151.94293
"38904",-31.79293,152.09901
"38905",-31.83552,152.20866
"38906",-31.79419,152.09891
"38907",-31.07912,151.94832
"38908",-31.13819,151.9971
"38909",-29.76399,151.99667
"38910",-29.76199,152.00359
"38911",-31.3856,152.15846
"38912",-30.85629,151.87756
"38913",-30.86035,151.86328
"38914",-32.0218,152.30663
"38915",-31.09517,151.96916
"38916",-30.85923,151.91951
"38917",-30.85663,151.9285
"38918",-31.84151,152.18788
"38919",-31.84158,152.21307
"38920",-31.65038,151.90038
"38921",-31.65929,151.89935
"38922",-31.64866,151.91103
"38923",-31.65804,151.9037
"38924",-31.65078,151.90373
"38925",-31.65218,151.89888
"38926",-31.67592,151.91718
"38927",-31.65341,151.89459
"38928",-31.64873,151.90622
"38929",-31.12933,152.00217
"38930",-31.0794,151.94627
"38931",-30.85539,151.95824
"38932",-31.75367,152.13402
"38933",-30.84172,151.97983
"38934",-31.13103,151.99806
"38935",-31.31412,152.05113
"38936",-31.31933,152.05856
"38937",-31.3117,152.03404
"38938",-30.84739,151.96033
"38939",-30.84534,151.96736
"38940",-30.84331,151.97435
"38941",-30.8488,151.95546
"38942",-30.84695,151.96239
"38943",-30.84461,151.9706
"38944",-30.8563,151.95549
"38945",-30.84301,151.97624
"38946",-30.84842,151.95723
"38947",-30.84618,151.93903
"38948",-31.30487,152.03223
"38949",-31.31201,152.05844
"38950",-30.83045,151.99437
"38951",-30.83238,151.98758
"38952",-30.83755,151.99417
"38953",-30.83338,152.00851
"38954",-30.83979,151.98755
"38955",-30.82796,152.00163
"38956",-30.83264,151.98558
"38957",-31.48837,152.28357
"38958",-31.49725,152.27864
"38959",-31.48639,152.29028
"38960",-31.75473,152.13368
"38961",-29.13407,151.63673
"38962",-29.13101,151.6376
"38963",-34.41737,142.23891
"38964",-29.35963,151.66908
"38965",-33.00217,150.48727
"38966",-33.00082,150.49228
"38967",-32.99833,150.47701
"38968",-33.00113,150.49049
"38969",-29.36862,151.68178
"38970",-29.36401,151.67171
"38971",-29.21414,151.40126
"38972",-29.37099,151.68202
"38973",-29.36468,151.67776
"38974",-32.99353,150.47095
"38975",-31.03764,124.05418
"38976",-33.00949,150.41203
"38977",-30.62617,152.23509
"38978",-30.36707,152.30066
"38979",-30.37399,152.30301
"38980",-30.37227,152.30891
"38981",-30.37037,152.31549
"38982",-30.38262,152.29939
"38983",-30.38076,152.30583
"38984",-30.37721,152.31807
"38985",-30.38382,152.3215
"38986",-30.38726,152.30962
"38987",-30.38553,152.31561
"38988",-30.38194,152.32803
"38989",-30.39039,152.32507
"38990",-30.38868,152.33099
"38991",-30.37087,152.29927
"38992",-30.36745,152.31081
"38993",-30.37786,152.30135
"38994",-30.37618,152.30704
"38995",-30.37432,152.31335
"38996",-30.38457,152.3044
"38997",-30.38276,152.31055
"38998",-30.37918,152.32265
"38999",-30.39148,152.30675
"39000",-30.38939,152.31383
"39001",-30.38757,152.32001
"39002",-30.3858,152.32599
"39003",-30.39902,152.30695
"39004",-30.39637,152.31595
"39005",-30.39412,152.32359
"39006",-30.39234,152.32964
"39007",-30.66701,152.30171
"39008",-30.71044,152.27444
"39009",-30.71389,152.27023
"39010",-30.72427,152.40709
"39011",-30.67923,152.13881
"39012",-30.64334,152.25363
"39013",-30.36755,152.27286
"39014",-30.67883,152.31303
"39015",-30.67698,152.31935
"39016",-30.67529,152.32513
"39017",-30.67332,152.33191
"39018",-33.08686,150.77065
"39019",-33.08079,150.76865
"39020",-33.08235,150.76302
"39021",-33.07771,150.77979
"39022",-30.68654,152.3551
"39023",-30.68136,152.35631
"39024",-30.62846,152.22729
"39025",-30.61489,152.27336
"39026",-30.61671,152.26718
"39027",-30.61267,152.26573
"39028",-30.40425,152.28922
"39029",-30.39717,152.28746
"39030",-30.39957,152.27933
"39031",-30.39018,152.28539
"39032",-30.3926,152.27721
"39033",-30.38323,152.2832
"39034",-30.38583,152.27441
"39035",-30.3791,152.2715
"39036",-30.40211,152.28445
"39037",-30.39271,152.29076
"39038",-30.39503,152.28268
"39039",-30.3975,152.27414
"39040",-30.38823,152.28001
"39041",-30.39061,152.27177
"39042",-30.38146,152.27718
"39043",-30.37144,152.28558
"39044",-30.37469,152.27438
"39045",-30.62836,152.25325
"39046",-30.6298,152.24838
"39047",-30.61993,152.25626
"39048",-30.62248,152.24759
"39049",-30.63056,152.25598
"39050",-30.62216,152.25897
"39051",-30.62591,152.24602
"39052",-30.6234,152.25468
"39053",-33.08218,150.78758
"39054",-33.10209,150.64398
"39055",-33.09464,150.64716
"39056",-33.09907,150.63115
"39057",-33.10053,150.62585
"39058",-33.10342,150.61542
"39059",-33.0768,150.61658
"39060",-33.06947,150.61923
"39061",-33.07076,150.61462
"39062",-33.10299,150.64549
"39063",-33.0956,150.64853
"39064",-33.09709,150.64301
"39065",-33.1,150.63225
"39066",-33.10141,150.62701
"39067",-33.10283,150.62181
"39068",-33.10422,150.61661
"39069",-33.09252,150.6356
"39070",-33.09391,150.63046
"39071",-33.09687,150.61957
